noAnggota,link_foto,link_profil,nama,fraksi,dapil,akd_clean,ttl,agama,pendidikan,pekerjaan,organisasi,kotaLahir,usia,pendidikan_terakhir,is_kader,is_dewan,usia_kategori,rank_partai,partai
99,http://www.dpr.go.id//doksigota/photo/1898.jpg,http://www.dpr.go.id//blog/profil/id/1898,"SUDEWO, S.T., M.T.",Fraksi Partai Gerakan Indonesia Raya,JAWA TENGAH III,['Komisi V'],Pati / 11 Oktober 1968,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
",Pati,52.0,0_no_data,eksternal,non-dewan,"(49.0, 55.0]",3.0,Gerindra
100,http://www.dpr.go.id//doksigota/photo/1461.jpg,http://www.dpr.go.id//blog/profil/id/1461,Ir. H. HARRY POERNOMO,Fraksi Partai Gerakan Indonesia Raya,JAWA TENGAH VI,['-'],Semarang / 29 Juli 1950,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Pendowo Magelang. Tahun: 1956 - 1962</li><li>SMP , SMP Negeri I Magelang. Tahun: 1962 - 1965</li><li>SMA , SMA Negeri II Semarang. Tahun: 1965 - 1968</li><li>S1 Teknik Industri, Institut Teknologi Bandung (ITB). Tahun: 1969 - 1974</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>PT Pertamina (Persero), Sebagai: Direktur Hilir. Tahun: 2003 - 2004</li><li>PT Badak NGL, Sebagai: Direktur Utama. Tahun: 2001 - 2003</li><li>Pertamina, Sebagai: Direktur Pemasaran. Tahun: 2000 - </li><li>Pertamina, Sebagai: Kepala Divisi Pengadaan. Tahun: 1999 - </li><li>Pertamina, Sebagai: Pimpinn Wilayah Pemasaran Jakarta dan Jawa Barat. Tahun: 1997 - 1999</li><li>Pertamina, Sebagai: Pimpinan Wilayah Pemasaran Jawa Tengah dan DI Yogyakarta. Tahun: 1996 - 1997</li><li>Pertamina, Sebagai: Kepala Dinas Teknik Pemasaran. Tahun: 1993 - 1995</li><li>Pertamina, Sebagai: Kepala Dinas Pabrikasi Pelumas dan LPG. Tahun: 1990 - 1992</li><li>Pertamina, Sebagai: Kepala Operasi Pemasaran. Tahun: 1989 - 1990</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Perhimpunan Pensiunan Pertamina, Sebagai: Ketua Umum. Tahun: 2011 - 2014</li><li>World Gas Association, Sebagai: Anggota. Tahun: 2001 - 2003</li><li>Alumni Teknik Industri ITB, Sebagai: Ketua. Tahun: 2000 - 2005</li> </ul>
",Semarang,70.0,4_s1,eksternal,non-dewan,"(61.0, 81.0]",3.0,Gerindra
101,http://www.dpr.go.id//doksigota/photo/1464.jpg,http://www.dpr.go.id//blog/profil/id/1464,"Ir. KRT H. DARORI WONODIPURO, MM",Fraksi Partai Gerakan Indonesia Raya,JAWA TENGAH VII,"['Badan Legislasi', 'Komisi IV']",Kebumen / 05 Oktober 1953,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , Sekolah Rakyat Petanahan. Tahun: 1960 - 1966</li><li>SMP , SMP Negeri III Kebumen. Tahun: 1966 - 1969</li><li>SMA , SMA Negeri VI Yogyakarta. Tahun: 1969 - 1972</li><li>S1 Fakultas Kehutanan, Universitas Gajah Mada. Tahun: 1974 - 1979</li><li>S2 Magister Manajemen, Universitas Sumatera Utara. Tahun: 1998 - 2000</li><li>S2 , . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Departemen Kehutanan, Sebagai: Dirjen PHKA. Tahun: 2007 - 2014</li><li>Departemen Kehutanan, Sebagai: Dirjen RLPS. Tahun: 2005 - </li><li>Departemen Kehutanan, Sebagai: Kepala Biro Umum. Tahun: 2004 - </li><li>Departemen Kehutanan, Sebagai: Kapusdal. Tahun: 2002 - </li><li>Departemen Kehutanan, Sebagai: Kepala Kanwil Sumut. Tahun: 1999 - </li><li>Pemda Sumut, Sebagai: Kepala Dinas Sumut. Tahun: 1997 - </li><li>Departemen Kehutanan, Sebagai: Kabid RRL Kanwil Sumut. Tahun: 1994 - </li><li>Pemda Sumatera Utara, Sebagai: Kepala Cabang Dinas Kehutanan. Tahun: 1986 - </li><li>Pemda Sumatera Utara, Sebagai: Kasi Reboisasi &amp; Rehabilitasi Dinas Kehutanan. Tahun: 1981 - </li><li>Departemen Kehutanan, Sebagai: Tenaga Harian Ditjen Kehutanan. Tahun: 1980 - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Himpunan Mahasiswa Islam, Sebagai: Pengurus. Tahun:  - </li><li>Badan Perwakilan Mahasiswa UGM, Sebagai: Ketua. Tahun:  - </li><li>Alumni UGM Sumatera Utara, Sebagai: Ketua Umum. Tahun:  - </li><li>Dewan Penyantun USU, Sebagai: Sekretaris. Tahun:  - </li><li>PT Sumatera Silva Lestari, Sebagai: Komisaris. Tahun:  - </li><li>Kagama Pusat, Sebagai: Pengurus. Tahun:  - </li><li>PT Inhutani III, Sebagai: Komisaris Utama. Tahun:  - </li><li>Alumni Fakultas Kehutanan UGM, Sebagai: Ketua Alumni. Tahun:  - </li><li>Pertamina Geothermal, Sebagai: Komisaris. Tahun:  - </li><li>Ikatan Sarjana Nahdatul Ulama, Sebagai: Ketua. Tahun:  - </li><li>Partai Gerindra, Sebagai: Anggota. Tahun:  - </li> </ul>
",Kebumen,67.0,5_s2,internal,non-dewan,"(61.0, 81.0]",3.0,Gerindra
102,http://www.dpr.go.id//doksigota/photo/1466.jpg,http://www.dpr.go.id//blog/profil/id/1466,"Hj. NOVITA WIJAYANTI, SE, MM",Fraksi Partai Gerakan Indonesia Raya,JAWA TENGAH VIII,"['Komisi V', 'Badan Urusan Rumah Tangga']",Cilacap / 24 Nopember 1979,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Negeri I Karang Pucung. Tahun: 1986 - 1991</li><li>SMP , SMP Negeri I Karang Pucung. Tahun: 1991 - 1994</li><li>SMA , SMA Yos Sudarso Cilacap. Tahun: 1994 - 1997</li><li>S1 , Universitas Jenderal Soedirman Purwokerto. Tahun: 1997 - 2002</li><li>S2 , STIE Mitra Indonesia Yogyakarta. Tahun: 2003 - 2004</li><li>S3 , Universitas Diponegoro Semarang. Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>DPD Gerindra, Sebagai: Wakil Ketua. Tahun: 2013 - </li><li>Pengurus Pusat Tidar DPP Gerindra, Sebagai: Wakil Ketua. Tahun: 2013 - </li><li>Satria Gerindra Pusat, Sebagai: Wakil Ketua. Tahun: 2013 - </li><li>Pengurus Daerah IODi, Sebagai: Wakil Ketua Umum. Tahun: 2013 - </li><li>DPD KNPI Provinsi Jawa Tengah, Sebagai: Ketua. Tahun: 2010 - 2015</li><li>DPD KNPI Jawa Tengah, Sebagai: Wakil Ketua. Tahun: 2007 - 2010</li><li>PBVSI Provinsi Jawa Tengah, Sebagai: Wakil Ketua. Tahun:  - </li><li>DPD BMI Provinsi Jawa Tengah, Sebagai: Wakil Ketua. Tahun:  - </li><li>DPD Bamunsi Provinsi Jawa Tengah, Sebagai: Wakil Ketua. Tahun:  - </li><li>Wakil Ketua Bidang Koperasi dan UMKM Kadin, Sebagai: Wakil Ketua. Tahun:  - </li> </ul>
",Cilacap,41.0,6_s3,internal,non-dewan,"(23.0, 44.0]",3.0,Gerindra
103,http://www.dpr.go.id//doksigota/photo/1472.jpg,http://www.dpr.go.id//blog/profil/id/1472,"MOHAMAD HEKAL, MBA",Fraksi Partai Gerakan Indonesia Raya,JAWA TENGAH IX,['Komisi VI'],Jakarta / 23 Desember 1976,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Al Azhar Jakarta. Tahun:  - </li><li>SMP , SMP Negeri 12 Jakarta. Tahun:  - </li><li>SMA , SMA Al Azhar Jakarta. Tahun:  - </li><li>S1 Pemasaran, University of Maryland. Tahun:  - 1998</li><li>S2 Keuangan, American University. Tahun:  - 1999</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>PT Tanah Laut Tbk, Sebagai: Komisaris. Tahun: 2012 - 2015</li><li>PT Tambang Sungai Suir, Sebagai: Komisaris. Tahun: 2011 - 2015</li><li>PT Madani Securities, Sebagai: Komisaris. Tahun: 2009 - 2015</li><li>PT Geofirst Consulting, Sebagai: Komisaris. Tahun: 2008 - 2015</li><li>PT Salaki Summa Sejahtera, Sebagai: Presiden Komisaris. Tahun: 2008 - 2015</li><li>PT Wana Inti Kahuripan Intiga, Sebagai: Komisaris. Tahun: 2004 - 2015</li><li>PT Madani Securities, Sebagai: Presiden Direktur. Tahun: 2003 - 2009</li><li>PT Sitasa Timber, Sebagai: Presiden Direktur. Tahun: 2002 - 2015</li><li>PT Sitasa Energi, Sebagai: Presiden Komisaris. Tahun: 2002 - 2015</li><li>PT Widari Securities, Sebagai: Komisaris. Tahun: 2000 - </li><li>PT Madani Securities, Sebagai: Direktur. Tahun: 2000 - 2003</li><li>PT Widari Securities, Sebagai: Penasehat. Tahun: 1999 - 2000</li><li>PT Barkun Citra Nusantara, Sebagai: Direktur. Tahun: 1997 - 2000</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
",Jakarta,44.0,5_s2,eksternal,non-dewan,"(23.0, 44.0]",3.0,Gerindra
104,http://www.dpr.go.id//doksigota/photo/1114_Ramson_Sigian.jpg,http://www.dpr.go.id//blog/profil/id/1114,RAMSON SIAGIAN,Fraksi Partai Gerakan Indonesia Raya,JAWA TENGAH X,"['Komisi XI', 'Komisi VII']",P. Siantar / 05 April 1957,Kristen,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Negeri. Tahun: 1962 - 1968</li><li>SMP , SMP Negeri. Tahun: 1969 - 1971</li><li>SMA IPA, SMA Negeri 1 Pematang Siantar. Tahun: 1972 - 1974</li><li>S1 Accounting, Universitas Jayabaya Jakarta. Tahun: 1975 - 1978</li><li>S2 Accounting Management, Institute of Business and Management Jayakarta. Tahun: 1992 - 1994</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>LSM State Budget Watch, Sebagai: Direktur. Tahun: 2010 - 2013</li><li>Anggota DPR RI, Sebagai: Anggota. Tahun: 2004 - 2009</li><li>DPR RI , Sebagai: Anggota. Tahun: 1999 - 2004</li><li>Anggota DPR RI, Sebagai: Anggota. Tahun: 1999 - 2004</li><li>Pemilik Perusahaan Dibidang Peralatan Kapal tanker dan Pengolahan Minyak, Sebagai: Direktur. Tahun: 1989 - 1999</li><li>Pemilik Perusahaan Dibidang Peralatan TNI AD dan TNI AL , Sebagai: Direktur. Tahun: 1983 - 1993</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Partai Gerindra, Sebagai: Kader . Tahun: 2012 - 2015</li><li>PDI Perjuangan, Sebagai: Kader. Tahun: 2004 - 2009</li><li>ASPERDIA Hankam, Sebagai: Anggota. Tahun: 1983 - 1993</li><li>GMNI, Sebagai: Ketua. Tahun: 1976 - 1983</li> </ul>
",P. Siantar,63.0,5_s2,internal,dewan,"(61.0, 81.0]",3.0,Gerindra
105,http://www.dpr.go.id//doksigota/photo/1479.jpg,http://www.dpr.go.id//blog/profil/id/1479,"ANDIKA PANDU PURAGABAYA, S.Psi., M.Si, M.Sc.",Fraksi Partai Gerakan Indonesia Raya,D.I. YOGYAKARTA,"['Badan Kerja Sama Antar Parlemen', 'Komisi I']",Malang / 17 Maret 1986,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>undefined , . Tahun:  - </li><li>SD , Pengadengan 07 Pagi. Tahun: 1992 - 1997</li><li>SMP , 154 Jakarta. Tahun: 1997 - 2000</li><li>SMA Ipa, Negeri 39 Jakarta. Tahun: 2000 - 2003</li><li>S1 Psikologi, Universitas Indonesia. Tahun: 2003 - 2009</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPR-MPR RI, Sebagai: Anggota. Tahun: 2019 - 2024</li><li>Anggota DPR-MPR RI, Sebagai: Anggota. Tahun: 2019 - 2024</li><li>Anggota DPR-MPR RI, Sebagai: Anggota Komisi. Tahun: 2014 - 2019</li><li>Anggota DPR-MPR RI, Sebagai: Anggota Komisi. Tahun: 2014 - 2019</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>SAR Yogyakarta, Sebagai: Penasehat. Tahun: 2014 - </li><li>FKPRI , Sebagai: Wakil Sekjen . Tahun: 2014 - </li><li>SAR Yogyakarta, Sebagai: Penasehat. Tahun: 2014 - </li><li>FKPRI , Sebagai: Wakil Sekjen . Tahun: 2014 - </li> </ul>
",Malang,34.0,4_s1,eksternal,dewan,"(23.0, 44.0]",3.0,Gerindra
106,http://www.dpr.go.id//doksigota/photo/1899.jpg,http://www.dpr.go.id//blog/profil/id/1899,"H. RAHMAT MUHAJIRIN, S.H.",Fraksi Partai Gerakan Indonesia Raya,JAWA TIMUR I,"['Komisi III', 'Badan Legislasi']",Jember / 19 April 1968,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , sdn II pandanwangi tempeh lumajang. Tahun: 1975 - 1981</li><li>SMP , smpn pasirian lumajang. Tahun: 1981 - 1984</li><li>SMA ipa, sman tempeh lumajang. Tahun: 1984 - 1987</li><li>DIPLOMA , . Tahun:  - </li><li>S1 fak hukum , univ panca marga probolinggo. Tahun: 2000 - 2004</li><li>S1 , . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>tentara nasional indonesia, Sebagai: ANGGOTA . Tahun: 1988 - 2018</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>pemuda panca marga, Sebagai: anggota. Tahun: 1985 - 1988</li><li>angkatan muda pembaharuan indonesia , Sebagai: anggota. Tahun: 1985 - 1988</li><li>komite nasional pemuda indonesia , Sebagai: anggota. Tahun: 1985 - 1988</li> </ul>
",Jember,52.0,4_s1,eksternal,non-dewan,"(49.0, 55.0]",3.0,Gerindra
107,http://www.dpr.go.id//doksigota/photo/1900.jpeg,http://www.dpr.go.id//blog/profil/id/1900,"LAKSDYA. TNI (PURN) MOEKHLAS SIDIK, MPA.",Fraksi Partai Gerakan Indonesia Raya,JAWA TIMUR II,['Komisi VIII'],Jombang / 12 Juli 1953,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SDN Badang I . Tahun: 1959 - 1965</li><li>SMP , SMPN 1 Jombang . Tahun: 1965 - 1968</li><li>SMA , SMAN Jombang . Tahun: 1968 - 1971</li><li>DIPLOMA , . Tahun:  - </li><li>S1 , AKABRI. Tahun: - - 1977</li><li>S2 Magister Public Adminitstation, Ateneo De Davao University . Tahun: - - 1995</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPR RI, Sebagai: Wakil Ketua Komisi VIII. Tahun: 2019 - Skrg</li><li>Sesko TNI, Sebagai: Komandan . Tahun: 2010 - 2011</li><li>Mabes TNI AL , Sebagai: Wakasal . Tahun: 2008 - 2010</li><li>Mabes TNI AL, Sebagai: Asops Kasal . Tahun: 2007 - 2008</li><li>Armada Barat, Sebagai: Panglima Armada. Tahun: 2006 - 2006</li><li>Armada Timur, Sebagai: Panglima Armada. Tahun: 2006 - 2007</li><li>LEMHANAS, Sebagai: Staf Ahli. Tahun: 2005 - 2006</li><li>Armada Timur, Sebagai: Komandan Lantamal. Tahun: 2003 - 2003</li><li>Armada Barat, Sebagai: Kepala Staf. Tahun: 2003 - 2005</li><li>Armada Timur, Sebagai: Komandan Gus Kamla. Tahun: 2002 - 2003</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Partai Gerakan Indonesia Raya, Sebagai: Ketua Harian Dewan Pimpinan Pusat (DPP). Tahun: 2015 - Skrg</li><li>Partai Gerakan Indonesia Raya , Sebagai: Wakil Ketua Tim Pemenangan Pilpres . Tahun: 2014 - 2014</li><li>Partai Gerakan Indonesia Raya , Sebagai: Ketua Badan Pemenangan Nasional Pemilu (BAPILU). Tahun: 2013 - 2014</li><li>Partai Gerakan Indonesia Raya, Sebagai: Anggota Dewan Pembina. Tahun: 2012 - 2013</li> </ul>
",Jombang,67.0,5_s2,internal,dewan,"(61.0, 81.0]",3.0,Gerindra
108,http://www.dpr.go.id//doksigota/photo/1492.jpg,http://www.dpr.go.id//blog/profil/id/1492,Ir. SUMAIL ABDULLAH,Fraksi Partai Gerakan Indonesia Raya,JAWA TIMUR III,"['Komisi V', 'Badan Legislasi']",Wongsorejo / 04 Juni 1968,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Negeri I Watukebo. Tahun:  - 1981</li><li>SMP , SMP Negeri IV Banyuwangi. Tahun:  - 1984</li><li>SMA , SMA Negeri I Banyuwangi. Tahun:  - 1987</li><li>S1 , Universitas Haluleo Palu. Tahun:  - 1993</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Yayasan Kebangsaan, Sebagai: . Tahun:  - </li><li>PT Tanda Selatan, Sebagai: . Tahun:  - </li><li>PT Mitra Agromandiri, Sebagai: Direktur. Tahun:  - </li><li>PT Cisadane Emas Plantation, Sebagai: Direktur. Tahun:  - </li><li>PT Sumaco Argo Jaya, Sebagai: Presiden Direktur. Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>OSIS SMA I Banyuwangi, Sebagai: Ketua. Tahun:  - </li><li>Senat Mahasiswa Unhalu, Sebagai: Ketua. Tahun:  - </li><li>DPW Apkasindo, Sebagai: Ketua Umum. Tahun:  - </li><li>DPP Apkasindo, Sebagai: Ketua Umum. Tahun:  - </li> </ul>
",Wongsorejo,52.0,4_s1,eksternal,non-dewan,"(49.0, 55.0]",3.0,Gerindra
109,http://www.dpr.go.id//doksigota/photo/1499.jpg,http://www.dpr.go.id//blog/profil/id/1499,"BAMBANG HARYADI, SE",Fraksi Partai Gerakan Indonesia Raya,JAWA TIMUR IV,"['Komisi III', 'Badan Akuntabilitas Keuangan Negara']",Jember / 20 Agustus 1979,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Negeri Gambirono IV. Tahun:  - </li><li>SMP , SMP Negeri Bangsalsari. Tahun:  - </li><li>SMA , SMA Islam Al Hidayah. Tahun:  - </li><li>S1 , STIE MAIYI. Tahun:  - </li><li>S2 , STIAMI. Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>PT Visitama Citra Nusantara, Sebagai: Direktur Utama. Tahun: 2010 - 2013</li><li>PT Tri Mitra Jaya, Sebagai: Direktur Marketing. Tahun: 2007 - 2010</li><li>PT Jurindo Sakti Utama, Sebagai: Manager Marketing. Tahun: 2004 - 2007</li><li>CV Binatama Mandiri Express, Sebagai: Direktur. Tahun: 1999 - 2004</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Tunas Indonesia Raya (Tidar), Sebagai: Ketua Jawa Timur. Tahun: 2013 - 2015</li><li>LSM Top 21, Sebagai: Anggota Dewan Pakar. Tahun: 2007 - 2010</li> </ul>
",Jember,41.0,5_s2,eksternal,non-dewan,"(23.0, 44.0]",3.0,Gerindra
110,http://www.dpr.go.id//doksigota/photo/1506.jpg,http://www.dpr.go.id//blog/profil/id/1506,MORENO SOEPRAPTO,Fraksi Partai Gerakan Indonesia Raya,JAWA TIMUR V,"['Badan Anggaran', 'Komisi VII', 'Panitia Khusus']",Jakarta / 14 Nopember 1982,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Bhakti Mulya. Tahun: 1989 - 1995</li><li>SMP , SMP Bhakti Mulya. Tahun: 1995 - 1998</li><li>SMA Ilmu Pengetahuan Sosial, SMA Perguruan Cikini. Tahun: 1998 - 2001</li><li>S1 Hubungan Internasional, Universitas Paramadina. Tahun: 2001 - 2015</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>PT Momax Energi, Sebagai: Komisaris. Tahun: 2013 - 2015</li><li>PT Hotel Sarana Sirkuitindo, Sebagai: Direktur. Tahun: 2011 - 2015</li><li>PT Sarana Sirkuitindo Utama, Sebagai: Manager Sirkuit. Tahun: 2009 - 2015</li><li>PT Ananda Mikola Moreno, Sebagai: Komisaris. Tahun: 2006 - 2015</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Kementerian Sosial, Sebagai: Wakil Ketua. Tahun: 2012 - 2015</li><li>Satuan Pelajar Pemuda Mahasiswa (Sapma) Pemuda Pancasila , Sebagai: Wakil Ketua. Tahun: 2010 - 2015</li><li>Karang Taruna, Sebagai: Ketua Bidang Pengurus. Tahun: 2010 - 2015</li><li>Duta Taruna Siaga Bencana (Tagana), Sebagai: Duta Tagana. Tahun: 2009 - 2015</li> </ul>
",Jakarta,38.0,4_s1,eksternal,non-dewan,"(23.0, 44.0]",3.0,Gerindra
111,http://www.dpr.go.id//doksigota/photo/1512.jpg,http://www.dpr.go.id//blog/profil/id/1512,"Ir. ENDRO HERMONO, MBA",Fraksi Partai Gerakan Indonesia Raya,JAWA TIMUR VI,"['Badan Musyawarah', 'Komisi IV']",Blitar / 10 Oktober 1958,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Negeri Nglegok. Tahun: 1966 - 1971</li><li>SMP , SMP Negeri I Blitar. Tahun: 1972 - 1974</li><li>SMA , SMA Negeri I Blitar. Tahun: 1975 - 1977</li><li>S1 Pertanian, Institut Pertanian Bogor (IPB). Tahun: 1978 - 1982</li><li>S2 Stvoles, Jakata Institvte Of Managemen . Tahun: 1997 - 1999</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Legislatif, Sebagai: Anggota DPR RI 2014-2019 Fraaksi Partai Gerindra. Tahun: 2014 - 2019</li><li>PT.Cempaka Sinergy Reality, Sebagai: Komisaris. Tahun: 2013 - 2014</li><li>Pemerintah Daera , Sebagai: Wakil Walikota Blitar. Tahun: 2005 - 2010</li><li>Koperasi Leksa,Blitar, Sebagai: Ketua. Tahun: 1998 - 2014</li><li>Koperasi Duta Manunggal,Blitar, Sebagai: Ketua. Tahun: 1995 - 2014</li><li>PT Harta Raya (Perbankan), Sebagai: Komisaris. Tahun: 1992 - 2015</li><li>PT Harta Mulia (Perkebunan), Sebagai: Komisaris. Tahun: 1982 - 2005</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>HKTI, Sebagai: Ketua DPC. Tahun: 2007 - 2013</li><li>Kamar Dagang dan Industri Daerah (Kadinda), Sebagai: Ketua Umum. Tahun: 1995 - 2005</li><li>Gabungan Perusahaan Perkebunan (GPP) Jawa Timur, Sebagai: Ketua Wilayah. Tahun: 1990 - 2005</li> </ul>
",Blitar,62.0,5_s2,eksternal,dewan,"(61.0, 81.0]",3.0,Gerindra
112,http://www.dpr.go.id//doksigota/photo/1516.jpg,http://www.dpr.go.id//blog/profil/id/1516,Drs. SUPRIYANTO,Fraksi Partai Gerakan Indonesia Raya,JAWA TIMUR VII,['Komisi II'],Ponorogo / 16 Maret 1962,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Bedhi Wetan. Tahun: 1969 - 1975</li><li>SMP , SMP Negeri II. Tahun: 1975 - 1979</li><li>SMA IPS, SMA Negeri II. Tahun: 1979 - 1982</li><li>S1 Ekonomi, Universitas Gajah Mada. Tahun: 1982 - 1987</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPRD Provinsi Jawa Timur, Sebagai: Anggota. Tahun: 2009 - 2014</li><li>DPRD Kabupaten Ponorogo, Sebagai: Ketua DPRD. Tahun: 2004 - 2009</li><li>DPRD Kabupaten Ponorogo, Sebagai: Anggota. Tahun: 1999 - 2004</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>DPC Partai Gerindra, Sebagai: Ketua DPC. Tahun: 2013 - 2015</li><li>DPC PDI Perjuangan , Sebagai: Ketua DPC. Tahun: 2004 - 2009</li> </ul>
",Ponorogo,58.0,4_s1,internal,dewan,"(55.0, 61.0]",3.0,Gerindra
113,http://www.dpr.go.id//doksigota/photo/268_Ir._SOEPRIYATNO.jpg,http://www.dpr.go.id//blog/profil/id/268,Ir. SOEPRIYATNO,Fraksi Partai Gerakan Indonesia Raya,JAWA TIMUR VIII,"['Komisi XI', 'Badan Anggaran']",Surabaya / 19 Oktober 1966,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Negeri Ploso Surabaya. Tahun:  - 1981</li><li>SMP , SMP Negeri 15 Surabaya. Tahun:  - 1984</li><li>SMA , SMA Negeri 4 Surabaya. Tahun:  - 1987</li><li>S1 , Universitas Pertanian Bogor. Tahun:  - 1992</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPR RI, Sebagai: Anggota. Tahun: 2009 - 2014</li><li>PT Tanjung Redeb Hutani, Sebagai: Direktur Utama. Tahun: 2004 - 2009</li><li>PT Tidar Kerinci Agung, Sebagai: Direktur Operasional. Tahun: 2001 - 2009</li><li>PT Permata Husada Sakti, Sebagai: Komisaris. Tahun: 1998 - 2015</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>DPP Partai Gerindra, Sebagai: Anggota Dewan Pembina. Tahun: 2012 - 2015</li><li>DPD Partai Gerindra Jawa Timur, Sebagai: Ketua DPD . Tahun: 2011 - 2015</li><li>Partai Gerindra, Sebagai: Anggota BSO. Tahun: 2010 - 2015</li><li>DPP Pemuda tani Indonesia, Sebagai: Ketua Umum. Tahun: 2010 - 2015</li><li>DPN HKTI, Sebagai: Ketua Bidang Kepemudaan. Tahun: 2009 - 2014</li><li>, Sebagai: . Tahun:  - </li> </ul>
",Surabaya,54.0,4_s1,internal,dewan,"(49.0, 55.0]",3.0,Gerindra
